x,y,cog,sog
11.51004333,54.14558667,223.8999939,9.300000191
11.50693667,54.14368,224.3999939,9.300000191
11.50444,54.14215333,224.0,9.300000191
,,,
,,,
,,,
11.491285,54.134055,223.8999939,9.399999619
11.49066833,54.13366667,224.0,9.399999619
11.48808667,54.13208167,223.1999969,9.399999619
11.48504,54.13021333,223.8000031,9.5
,,,
11.476225,54.12480167,223.8999939,9.5
,,,
,,,
11.46900167,54.12034667,223.5,9.5
11.46481167,54.11774833,223.0,9.5
,,,
,,,
,,,
11.45168167,54.10956833,217.6999969,9.300000191
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
11.44100167,54.08542333,157.6000061,9.399999619
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
11.44800333,54.05967833,236.1000061,8.5
,,,
,,,
,,,
11.435345,54.053265,226.8999939,9.0
11.43268333,54.0518,227.3000031,9.0
11.43158167,54.05119333,227.6999969,9.100000381
,,,
11.42518333,54.047845,228.3999939,9.0
11.420485,54.04539167,227.0,9.0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
11.38947667,54.02970667,229.6999969,9.100000381
